No.,Word,Pinyin,POS,Topic,Definition,HSK Level
1398,经历,jīnglì,动词,日常生活与情感,to experience; experience,New HSK Level 4
1399,经验,jīngyàn,名词,职场与教育,experience,New HSK Level 4
1400,警察,jǐngchá,名词,日常生活与情感,police; policeman,New HSK Level 4
1401,景点,jǐngdiǎn,名词,旅行与交通,scenic spot; tourist attraction,New HSK Level 4
1402,景区,jǐngqū,名词,旅行与交通,scenic area; scenic zone,New HSK Level 4
1403,景色,jǐngsè,名词,旅行与交通,scenery; landscape; view,New HSK Level 4
1404,竟然,jìngrán,副词,语法功能词,unexpectedly; to one's surprise,New HSK Level 4
1405,竞争,jìngzhēng,动词,职场与教育,to compete; competition,New HSK Level 4
1406,镜子,jìngzi,名词,日常生活与情感,mirror,New HSK Level 4
1407,究竟,jiūjìng,副词,语法功能词,after all; exactly; actually,New HSK Level 4
1408,就是,jiùshì,副词,语法功能词,exactly; precisely; precisely because,New HSK Level 4
1409,举,jǔ,动词,日常生活与情感,to lift; to raise; to hold up,New HSK Level 4
1410,举办,jǔbàn,动词,职场与教育,to hold; to run (an event),New HSK Level 4
1411,举例,jǔlì,动词,职场与教育,to give an example; to illustrate,New HSK Level 4
1412,举行,jǔxíng,动词,职场与教育,"to hold; to host (a meeting, ceremony)",New HSK Level 4
1413,聚,jù,动词,人际交往,to gather; to assemble; to get together,New HSK Level 4
1414,聚餐,jùcān,动词,日常生活与情感,to dine together; group dining,New HSK Level 4
1415,聚会,jùhuì,名词,人际交往,party; gathering; get-together,New HSK Level 4
1416,拒绝,jùjué,动词,人际交往,to refuse; to decline,New HSK Level 4
1417,距离,jùlí,名词,旅行与交通,distance; to be at a distance from,New HSK Level 4
1418,剧院,jùyuàn,名词,消费与休闲,theater; playhouse,New HSK Level 4
1419,开玩笑,kāiwánxiào,动词,人际交往,to joke; to make fun of,New HSK Level 4
1420,看法,kànfǎ,名词,日常生活与情感,view; opinion; point of view,New HSK Level 4
1421,烤,kǎo,动词,日常生活与情感,to bake; to roast; to toast,New HSK Level 4
1422,考虑,kǎolǜ,动词,职场与教育,to consider; to think over,New HSK Level 4
1423,考生,kǎoshēng,名词,职场与教育,examinee; test candidate,New HSK Level 4
1424,棵,kē,量词,语法功能词,measure word for trees or plants,New HSK Level 4
1425,科技,kējì,名词,科技与环境,science and technology,New HSK Level 4
1426,科学,kēxué,名词,科技与环境,science; scientific,New HSK Level 4
1427,咳,ké,动词,健康与运动,to cough,New HSK Level 4
1428,咳嗽,késou,动词,健康与运动,to cough,New HSK Level 4
1429,可惜,kěxī,形容词,日常生活与情感,it is a pity; regrettable,New HSK Level 4
1430,克,kè,量词,语法功能词,gram,New HSK Level 4
1431,课程,kèchéng,名词,职场与教育,course; curriculum; class,New HSK Level 4
1432,客气,kèqi,形容词,人际交往,polite; courteous; modest,New HSK Level 4
1433,课堂,kètáng,名词,职场与教育,classroom; class,New HSK Level 4
1434,客厅,kètīng,名词,日常生活与情感,living room,New HSK Level 4
1435,肯定,kěndìng,副词,语法功能词,certainly; definitely; to confirm,New HSK Level 4
1436,空,kōng,形容词,日常生活与情感,empty; vacant,New HSK Level 4
1437,空气,kōngqì,名词,科技与环境,air,New HSK Level 4
1438,恐怕,kǒngpà,副词,语法功能词,perhaps; I am afraid that,New HSK Level 4
1439,空,kòng,名词,日常生活与情感,free time; leisure,New HSK Level 4
1440,口语,kǒuyǔ,名词,职场与教育,spoken language; oral language,New HSK Level 4
1441,苦,kǔ,形容词,日常生活与情感,bitter; miserable,New HSK Level 4
1442,快餐,kuàicān,名词,日常生活与情感,fast food; quick meal,New HSK Level 4
1443,快递,kuàidì,名词,消费与休闲,express delivery; courier,New HSK Level 4
1444,快速,kuàisù,形容词,科技与环境,high-speed; fast; rapid,New HSK Level 4
1445,困,kùn,形容词,健康与运动,sleepy; tired,New HSK Level 4
1446,困难,kùnnan,名词,职场与教育,difficulty; difficult,New HSK Level 4
1447,拉,lā,动词,日常生活与情感,to pull; to drag,New HSK Level 4
1448,垃圾,lājī,名词,科技与环境,garbage; trash; rubbish,New HSK Level 4
1449,辣,là,形容词,日常生活与情感,spicy; hot,New HSK Level 4
1450,来不及,láibují,动词,旅行与交通,there is not enough time to; too late,New HSK Level 4
1451,来得及,láidejí,动词,旅行与交通,there is still time to; can make it,New HSK Level 4
1452,懒,lǎn,形容词,日常生活与情感,lazy,New HSK Level 4
1453,浪费,làngfèi,动词,消费与休闲,to waste; to squander,New HSK Level 4
1454,浪漫,làngmàn,形容词,日常生活与情感,romantic,New HSK Level 4
1455,老虎,lǎohǔ,名词,科技与环境,tiger,New HSK Level 4
1456,老家,lǎojiā,名词,日常生活与情感,hometown; ancestral home,New HSK Level 4
1457,老年,lǎonián,名词,日常生活与情感,old age; senility,New HSK Level 4
1458,老是,lǎoshì,副词,语法功能词,always; constantly,New HSK Level 4
1459,冷静,lěngjìng,形容词,日常生活与情感,calm; cool-headed,New HSK Level 4
1460,理发,lǐfà,动词,日常生活与情感,to get a haircut; hairdressing,New HSK Level 4
1461,理解,lǐjiě,动词,人际交往,to understand; to comprehend,New HSK Level 4
1462,礼貌,lǐmào,名词,人际交往,politeness; manners; polite,New HSK Level 4
1463,理想,lǐxiǎng,名词,职场与教育,理想; aspiration; ideal,New HSK Level 4
1464,厉害,lìhai,形容词,日常生活与情感,severe; terrible; awesome,New HSK Level 4
1465,力气,lìqi,名词,健康与运动,strength; physical strength,New HSK Level 4
1466,例如,lìrú,动词,语法功能词,for example; for instance,New HSK Level 4
1467,例子,lìzi,名词,职场与教育,example; instance; case,New HSK Level 4
1468,俩,liǎ,数词,语法功能词,two; both,New HSK Level 4
1469,连,lián,介词,语法功能词,even; to connect,New HSK Level 4
1470,联系,liánxì,动词,人际交往,to contact; to get in touch with,New HSK Level 4
1471,凉,liáng,形容词,科技与环境,cool; cold,New HSK Level 4
1472,量,liáng,动词,语法功能词,to measure; to estimate,New HSK Level 4
1473,两,liǎng,数词,语法功能词,two; a couple of,New HSK Level 4
1474,亮,liàng,形容词,科技与环境,bright; light; to shine,New HSK Level 4
1475,列,liè,量词,语法功能词,"measure word for trains, items, or rows",New HSK Level 4
1476,零下,língxià,名词,科技与环境,below zero,New HSK Level 4
1477,零花钱,línghuāqián,名词,消费与休闲,pocket money; allowance,New HSK Level 4
1478,零钱,língqián,名词,消费与休闲,change; small money,New HSK Level 4
1479,零食,língshí,名词,日常生活与情感,snacks; nibbles,New HSK Level 4
1480,另,lìng,代词,语法功能词,other; another; separate,New HSK Level 4
1481,另外,lìngwài,代词,语法功能词,besides; in addition; other,New HSK Level 4
1482,留,liú,动词,旅行与交通,to stay; to remain; to keep,New HSK Level 4
1483,流,liú,动词,科技与环境,to flow; to run,New HSK Level 4
1484,流利,liúlì,形容词,职场与教育,fluent,New HSK Level 4
1485,留下,liúxia,动词,日常生活与情感,to leave behind; to stay behind,New HSK Level 4
1486,流行,liúxíng,形容词,消费与休闲,popular; fashionable,New HSK Level 4
1487,路过,lùguò,动词,旅行与交通,to pass by; to pass through,New HSK Level 4
1488,旅馆,lǚguǎn,名词,旅行与交通,hotel; inn; hostel,New HSK Level 4
1489,旅客,lǚkè,名词,旅行与交通,passenger; traveler; tourist,New HSK Level 4
1490,旅行,lǚxíng,动词,旅行与交通,to travel; journey,New HSK Level 4
1491,律师,lǜshī,名词,职场与教育,lawyer,New HSK Level 4
1492,乱,luàn,形容词,日常生活与情感,messy; chaotic; in a mess,New HSK Level 4
1493,落,luò,动词,科技与环境,to fall; to drop; to descend,New HSK Level 4
1494,麻烦,máfan,形容词,日常生活与情感,troublesome; to trouble,New HSK Level 4
1495,馒头,mántou,名词,日常生活与情感,steamed bun,New HSK Level 4
1496,满,mǎn,形容词,日常生活与情感,full; packed,New HSK Level 4
1497,毛巾,máojīn,名词,日常生活与情感,towel,New HSK Level 4
1498,毛衣,máoyī,名词,日常生活与情感,sweater; woolen sweater,New HSK Level 4
1499,帽子,màozi,名词,日常生活与情感,hat; cap,New HSK Level 4
1500,美,měi,形容词,日常生活与情感,beautiful; pleasing,New HSK Level 4
1501,美好,měihǎo,形容词,日常生活与情感,fine; happy; glorious,New HSK Level 4
1502,美景,měijǐng,名词,旅行与交通,beautiful scenery; fine view,New HSK Level 4
1503,美丽,měilì,形容词,科技与环境,beautiful; lovely,New HSK Level 4
1504,美食,měishí,名词,日常生活与情感,gourmet food; delicacy,New HSK Level 4
1505,梦,mèng,名词,日常生活与情感,dream,New HSK Level 4
1506,梦想,mèngxiǎng,名词,日常生活与情感,dream; wish; aspiration,New HSK Level 4
1507,密码,mìmǎ,名词,科技与环境,password; pin number,New HSK Level 4
1508,免费,miǎnfèi,形容词,消费与休闲,free of charge; free,New HSK Level 4
1509,面对,miànduì,动词,人际交往,to face; to confront,New HSK Level 4
1510,面试,miànshì,动词,职场与教育,to interview; interview,New HSK Level 4
1511,秒,miǎo,量词,语法功能词,second (unit of time),New HSK Level 4
1512,民族,mínzú,名词,人际交往,nation; nationality; ethnic group,New HSK Level 4
1513,末,mò,名词,语法功能词,end; tip,New HSK Level 4
1514,母女,mǔnǚ,名词,日常生活与情感,mother and daughter,New HSK Level 4
1515,母亲,mǔqīn,名词,日常生活与情感,mother,New HSK Level 4
1516,母子,mǔzǐ,名词,日常生活与情感,mother and son,New HSK Level 4
1517,目标,mùbiāo,名词,职场与教育,target; goal; objective,New HSK Level 4
1518,目的,mùdì,名词,职场与教育,purpose; aim; goal,New HSK Level 4
1519,目的地,mùdìdì,名词,旅行与交通,destination,New HSK Level 4
1520,目前,mùqián,名词,日常生活与情感,at present; currently,New HSK Level 4
1521,耐心,nàixīn,名词,人际交往,patience; patient,New HSK Level 4
1522,南部,nánbù,名词,旅行与交通,southern part; south,New HSK Level 4
1523,难道,nándào,副词,语法功能词,could it be that; (rhetorical question marker),New HSK Level 4
1524,男士,nánshì,名词,人际交往,gentleman; man,New HSK Level 4
1525,难受,nánshòu,形容词,健康与运动,uncomfortable; feeling unwell,New HSK Level 4
1526,难忘,nánwàng,形容词,日常生活与情感,unforgettable; memorable,New HSK Level 4
1527,男性,nánxìng,名词,人际交往,male; masculine,New HSK Level 4
1528,内,nèi,名词,语法功能词,inside; within,New HSK Level 4
1529,内容,nèiróng,名词,职场与教育,content; substance,New HSK Level 4
1530,内心,nèixīn,名词,日常生活与情感,inner heart; inmost being,New HSK Level 4
1531,能否,néngfǒu,动词,语法功能词,whether or not one can; can or not,New HSK Level 4
1532,能够,nénggòu,动词,语法功能词,can; to be able to,New HSK Level 4
1533,能力,nénglì,名词,职场与教育,ability; capability,New HSK Level 4
1534,嗯,?g,叹词,人际交往,uh-huh; okay; well,New HSK Level 4
1535,年底,niándǐ,名词,日常生活与情感,end of the year,New HSK Level 4
1536,年龄,niánlíng,名词,日常生活与情感,age,New HSK Level 4
1537,农村,nóngcūn,名词,科技与环境,countryside; rural area,New HSK Level 4
1538,弄,nòng,动词,日常生活与情感,to do; to make; to manage,New HSK Level 4
1539,女性,nǚxìng,名词,人际交往,female; woman,New HSK Level 4
1540,暖和,nuǎnhuo,形容词,科技与环境,warm; cozy,New HSK Level 4
1541,偶尔,ǒu'ěr,副词,语法功能词,occasionally; once in a while,New HSK Level 4
1542,拍,pāi,动词,消费与休闲,to take (a photo); to pat; to clap,New HSK Level 4
1543,排,pái,动词,语法功能词,to arrange; row; line,New HSK Level 4
1544,牌,pái,名词,消费与休闲,brand; card; plate,New HSK Level 4
1545,排队,páiduì,动词,人际交往,to line up; to queue,New HSK Level 4
1546,排球,páiqiú,名词,健康与运动,volleyball,New HSK Level 4
1547,牌子,páizi,名词,消费与休闲,brand; sign; plate,New HSK Level 4
1548,判断,pànduàn,动词,职场与教育,to judge; to decide; judgment,New HSK Level 4
1549,陪,péi,动词,人际交往,to accompany; to keep company,New HSK Level 4
1550,批评,pīpíng,动词,职场与教育,to criticize; criticism,New HSK Level 4
1551,皮肤,pífū,名词,健康与运动,skin,New HSK Level 4
1552,脾气,píqi,名词,日常生活与情感,temper; disposition,New HSK Level 4
1553,皮鞋,píxié,名词,日常生活与情感,leather shoes,New HSK Level 4
1554,篇,piān,量词,语法功能词,"measure word for articles, essays, or sheets",New HSK Level 4
1555,片,piàn,量词,语法功能词,"measure word for slices, tablets, or areas of land",New HSK Level 4
1556,乒乓球,pīngpāngqiú,名词,健康与运动,table tennis; ping-pong,New HSK Level 4
1557,平常,píngcháng,形容词,日常生活与情感,ordinary; common; usually,New HSK Level 4
1558,破,pò,形容词,日常生活与情感,broken; torn; damaged,New HSK Level 4
1559,葡萄,pútao,名词,日常生活与情感,grape,New HSK Level 4
1560,葡萄酒,pútaojiǔ,名词,日常生活与情感,grape wine; wine,New HSK Level 4
1561,普遍,pǔbiàn,形容词,科技与环境,common; universal; general,New HSK Level 4
1562,普通,pǔtōng,形容词,日常生活与情感,common; ordinary; general,New HSK Level 4
1563,普通话,pǔtōnghuà,名词,职场与教育,Mandarin Chinese,New HSK Level 4
1564,期,qī,量词,语法功能词,period; phase; stage,New HSK Level 4
1565,期末,qīmò,名词,职场与教育,end of term; end of semester,New HSK Level 4
1566,期中,qīzhōng,名词,职场与教育,mid-term; middle of semester,New HSK Level 4
1567,其次,qícì,代词,语法功能词,secondly; next,New HSK Level 4
1568,其中,qízhōng,代词,语法功能词,among which; in which; of which,New HSK Level 4
1569,起到,qǐdào,动词,语法功能词,to play a role; to take effect,New HSK Level 4
1570,气,qì,名词,科技与环境,air; gas; anger,New HSK Level 4
1571,气候,qìhòu,名词,科技与环境,climate,New HSK Level 4
1572,汽水,qìshuǐ,名词,日常生活与情感,soda; carbonated drink,New HSK Level 4
1573,气温,qìwēn,名词,科技与环境,air temperature,New HSK Level 4
1574,千克,qiānkè,量词,语法功能词,kilogram,New HSK Level 4
1575,千万,qiānwàn,副词,语法功能词,by all means; must; ten million,New HSK Level 4
1576,签证,qiānzhèng,名词,旅行与交通,visa,New HSK Level 4
1577,前方,qiánfāng,名词,旅行与交通,ahead; front,New HSK Level 4
1578,前后,qiánhòu,名词,日常生活与情感,around; about; front and back,New HSK Level 4
1579,强,qiáng,形容词,日常生活与情感,strong; powerful,New HSK Level 4
1580,敲,qiāo,动词,日常生活与情感,to knock; to beat; to strike,New HSK Level 4
1581,桥,qiáo,名词,旅行与交通,bridge,New HSK Level 4
1582,巧,qiǎo,形容词,日常生活与情感,coincidental; clever; skillful,New HSK Level 4
1583,巧克力,qiǎokèlì,名词,日常生活与情感,chocolate,New HSK Level 4
1584,亲戚,qīnqi,名词,人际交往,relative; relation,New HSK Level 4
1585,琴,qín,名词,消费与休闲,musical instrument (stringed),New HSK Level 4
1586,轻,qīng,形容词,日常生活与情感,light (weight); gentle,New HSK Level 4
1587,青年,qīngnián,名词,日常生活与情感,youth; young people,New HSK Level 4
1588,轻松,qīngsōng,形容词,健康与运动,relaxed; easy,New HSK Level 4
1589,情况,qíngkuàng,名词,日常生活与情感,situation; condition; state,New HSK Level 4
1590,庆祝,qìngzhù,动词,人际交往,to celebrate,New HSK Level 4
1591,球队,qiúduì,名词,健康与运动,sports team,New HSK Level 4
1592,球迷,qiúmí,名词,消费与休闲,sports fan; ball game fan,New HSK Level 4
1593,区,qū,名词,旅行与交通,district; area; region,New HSK Level 4
1594,区别,qūbié,名词,职场与教育,difference; to distinguish,New HSK Level 4
1595,取,qǔ,动词,消费与休闲,to take; to fetch; to get,New HSK Level 4
1596,取得,qǔdé,动词,职场与教育,to obtain; to acquire; to gain,New HSK Level 4
1597,取消,qǔxiāo,动词,职场与教育,to cancel; to call off,New HSK Level 4
1598,全,quán,形容词,语法功能词,all; whole; entire,New HSK Level 4
1599,全部,quánbù,形容词,语法功能词,all; whole; entire,New HSK Level 4
1600,全都,quándōu,副词,语法功能词,all; without exception,New HSK Level 4
1601,全球,quánqiú,名词,科技与环境,global; the whole world,New HSK Level 4
1602,全身,quánshēn,名词,健康与运动,whole body; all over the body,New HSK Level 4
1603,缺,quē,动词,日常生活与情感,to lack; to be short of; vacant,New HSK Level 4
1604,缺点,quēdiǎn,名词,日常生活与情感,shortcoming; weakness; flaw,New HSK Level 4
1605,缺少,quēshǎo,动词,日常生活与情感,to lack; to be short of,New HSK Level 4
1606,却,què,副词,语法功能词,but; yet; however,New HSK Level 4
1607,确实,quèshí,副词,语法功能词,indeed; really; truly,New HSK Level 4
1608,然而,rán'ér,连词,语法功能词,however; yet; but,New HSK Level 4
1609,热闹,rènao,形容词,消费与休闲,lively; bustling; bustling with noise,New HSK Level 4
1610,人生,rénshēng,名词,日常生活与情感,life; human life,New HSK Level 4
1611,人数,rénshù,名词,语法功能词,number of people,New HSK Level 4
1612,人员,rényuán,名词,人际交往,staff; personnel; crew,New HSK Level 4
1613,任何,rènhé,代词,语法功能词,any; whichever; whatever,New HSK Level 4
1614,任务,rènwu,名词,职场与教育,task; mission; assignment,New HSK Level 4
1615,扔,rēng,动词,科技与环境,to throw; to toss,New HSK Level 4
1616,仍,réng,副词,语法功能词,still; yet,New HSK Level 4
1617,仍然,réngrán,副词,语法功能词,still; yet,New HSK Level 4
1618,日常,rìcháng,形容词,日常生活与情感,daily; everyday,New HSK Level 4
1619,日记,rìjì,名词,日常生活与情感,diary; journal,New HSK Level 4
1620,日期,rìqī,名词,日常生活与情感,date,New HSK Level 4
1621,日子,rìzi,名词,日常生活与情感,day; life; livelihood,New HSK Level 4
1622,入,rù,动词,旅行与交通,to enter; to join; to go into,New HSK Level 4
1623,入口,rùkǒu,名词,旅行与交通,entrance,New HSK Level 4
1624,入学,rùxué,动词,职场与教育,to enter school; to enroll,New HSK Level 4
1625,入住,rùzhù,动词,旅行与交通,to check in (at a hotel),New HSK Level 4
1626,散步,sànbù,动词,健康与运动,to take a walk; to stroll,New HSK Level 4
1627,扫码,sǎomǎ,动词,消费与休闲,to scan a QR code,New HSK Level 4
1628,森林,sēnlín,名词,科技与环境,forest,New HSK Level 4
1629,商量,shāngliang,动词,人际交往,to discuss; to consult,New HSK Level 4
1630,商品,shāngpǐn,名词,消费与休闲,goods; commodity; merchandise,New HSK Level 4
1631,伤心,shāngxīn,形容词,日常生活与情感,sad; broken-hearted,New HSK Level 4
1632,上门,shàngmén,动词,人际交往,to drop in; to visit; home delivery,New HSK Level 4
1633,稍,shāo,副词,语法功能词,slightly; a little bit,New HSK Level 4
1634,稍微,shāowēi,副词,语法功能词,slightly; a little bit,New HSK Level 4
1635,少见,shǎojiàn,形容词,科技与环境,rare; seldom seen,New HSK Level 4
1636,少量,shǎoliàng,名词,语法功能词,small amount; small quantity,New HSK Level 4
1637,少数,shǎoshù,名词,语法功能词,minority; few,New HSK Level 4
1638,少年,shàonián,名词,日常生活与情感,youth; juvenile,New HSK Level 4
1639,社会,shèhuì,名词,人际交往,society,New HSK Level 4
1640,摄氏度,shèshìdù,名词,科技与环境,degrees Celsius; ℃,New HSK Level 4
1641,身,shēn,名词,健康与运动,body; life; stature,New HSK Level 4
1642,深,shēn,形容词,日常生活与情感,deep; dark (color),New HSK Level 4
1643,身份证,shēnfènzhèng,名词,旅行与交通,ID card; identity card,New HSK Level 4
1644,申请,shēnqǐng,动词,职场与教育,to apply for; application,New HSK Level 4
1645,甚至,shènzhì,副词,语法功能词,even; so far as to,New HSK Level 4
1646,生,shēng,动词,日常生活与情感,to give birth; to be born; raw,New HSK Level 4
1647,生,shēng,名词,职场与教育,pupil; student; scholar,New HSK Level 4
1648,生命,shēngmìng,名词,科技与环境,life; lifespan,New HSK Level 4
1649,生意,shēngyi,名词,消费与休闲,business; trade,New HSK Level 4
1650,省,shěng,名词,旅行与交通,province; to save,New HSK Level 4
1651,剩,shèng,动词,日常生活与情感,to remain; to be left over,New HSK Level 4
1652,失败,shībài,动词,职场与教育,to fail; failure,New HSK Level 4
1653,师傅,shīfu,名词,人际交往,master worker; master; driver,New HSK Level 4
1654,失去,shīqù,动词,日常生活与情感,to lose; to miss,New HSK Level 4
1655,师生,shīshēng,名词,职场与教育,teachers and students,New HSK Level 4
1656,失望,shīwàng,形容词,日常生活与情感,disappointed,New HSK Level 4
1657,十分,shífēn,副词,语法功能词,extremely; very; fully,New HSK Level 4
1658,实际,shíjì,名词,日常生活与情感,reality; practice; practical,New HSK Level 4
1659,时间表,shíjiānbiǎo,名词,日常生活与情感,timetable; schedule,New HSK Level 4
1660,实际上,shíjìshàng,副词,语法功能词,actually; in fact; as a matter of fact,New HSK Level 4
1661,食品,shípǐn,名词,日常生活与情感,food; foodstuff,New HSK Level 4
1662,食堂,shítáng,名词,日常生活与情感,canteen; cafeteria,New HSK Level 4
1663,食物,shíwù,名词,日常生活与情感,food; edible things,New HSK Level 4
1664,实在,shízài,副词,语法功能词,indeed; really; honest,New HSK Level 4
1665,十字路口,shízìlùkǒu,名词,旅行与交通,intersection; crossroads,New HSK Level 4
1666,使,shǐ,动词,语法功能词,to make; to cause; to enable,New HSK Level 4
1667,使馆,shǐguǎn,名词,旅行与交通,embassy; consulate,New HSK Level 4
1668,使用,shǐyòng,动词,科技与环境,to use; to employ; to apply,New HSK Level 4
1669,市场,shìchǎng,名词,消费与休闲,market; marketplace,New HSK Level 4
1670,是否,shìfǒu,副词,语法功能词,whether or not; if,New HSK Level 4
1671,适合,shìhé,动词,日常生活与情感,to suit; to fit,New HSK Level 4
1672,世纪,shìjì,名词,科技与环境,century,New HSK Level 4
1673,视频,shìpín,名词,科技与环境,video,New HSK Level 4
1674,市区,shìqū,名词,旅行与交通,urban area; downtown,New HSK Level 4
1675,试题,shìtí,名词,职场与教育,test questions; exam items,New HSK Level 4
1676,适应,shìyìng,动词,日常生活与情感,to adapt to; to adjust to,New HSK Level 4
1677,收费,shōufèi,动词,消费与休闲,to collect fees; to charge,New HSK Level 4
1678,收入,shōurù,名词,职场与教育,income; revenue,New HSK Level 4
1679,收拾,shōushi,动词,日常生活与情感,to tidy up; to pack,New HSK Level 4
1680,收听,shōutīng,动词,消费与休闲,"to listen to (radio, broadcast)",New HSK Level 4
1681,首,shǒu,量词,语法功能词,measure word for songs or poems,New HSK Level 4
1682,首都,shǒudū,名词,旅行与交通,capital (city),New HSK Level 4
1683,首先,shǒuxiān,副词,语法功能词,first of all; firstly,New HSK Level 4
1684,受不了,shòubuliǎo,动词,日常生活与情感,cannot stand; unbearable,New HSK Level 4
1685,售票员,shòupiàoyuán,名词,旅行与交通,ticket seller; conductor,New HSK Level 4
1686,受伤,shòushāng,动词,健康与运动,to be injured; wounded,New HSK Level 4
1687,输,shū,动词,健康与运动,to lose; to be defeated,New HSK Level 4
1688,熟,shú/shóu,形容词,日常生活与情感,cooked; ripe; familiar,New HSK Level 4
1689,熟悉,shúxi,动词,人际交往,to be familiar with; to know well,New HSK Level 4
1690,暑假,shǔjià,名词,职场与教育,summer vacation,New HSK Level 4
1691,数,shù,动词,职场与教育,to count; to calculate,New HSK Level 4
1692,数量,shùliàng,名词,语法功能词,quantity; amount,New HSK Level 4
1693,树林,shùlín,名词,科技与环境,woods; forest; grove,New HSK Level 4
1694,数字,shùzì,名词,职场与教育,number; numeral; digit,New HSK Level 4
1695,帅,shuài,形容词,日常生活与情感,handsome; smart; cool,New HSK Level 4
1696,顺便,shùnbiàn,副词,语法功能词,by the way; in passing; conveniently,New HSK Level 4
1697,顺利,shùnlì,形容词,职场与教育,smoothly; successful; without a hitch,New HSK Level 4
1698,顺序,shùnxù,名词,职场与教育,order; sequence,New HSK Level 4
1699,说法,shuōfǎ,名词,人际交往,phrasing; statement; version,New HSK Level 4
1700,说明,shuōmíng,动词,职场与教育,to explain; to illustrate; explanation,New HSK Level 4
1701,说明书,shuōmíngshū,名词,科技与环境,manual; brochure; instructions,New HSK Level 4
1702,硕士,shuòshì,名词,职场与教育,master's degree; master,New HSK Level 4
1703,死,sǐ,动词,日常生活与情感,to die; dead,New HSK Level 4
1704,速度,sùdù,名词,科技与环境,speed; velocity,New HSK Level 4
1705,塑料,sùliào,名词,科技与环境,plastic,New HSK Level 4
1706,酸,suān,形容词,日常生活与情感,sour; tart; sore,New HSK Level 4
1707,酸奶,suānnǎi,名词,日常生活与情感,yogurt,New HSK Level 4
1708,算,suàn,动词,日常生活与情感,to calculate; to count as; to plan,New HSK Level 4
1709,随便,suíbiàn,形容词,人际交往,casual; careless; do as one pleases,New HSK Level 4
1710,随着,suízhe,介词,语法功能词,along with; in the wake of; following,New HSK Level 4
1711,孙女,sūnnǚ,名词,日常生活与情感,granddaughter,New HSK Level 4
1712,孙子,sūnzi,名词,日常生活与情感,grandson,New HSK Level 4
1713,所有,suǒyǒu,形容词,语法功能词,all; every; entire,New HSK Level 4
1714,台,tái,量词,语法功能词,measure word for machines or performances,New HSK Level 4
1715,抬,tái,动词,日常生活与情感,to lift; to raise; to carry,New HSK Level 4
1716,抬头,táitóu,动词,日常生活与情感,to raise one's head,New HSK Level 4
1717,态度,tàidù,名词,人际交往,attitude; bearing; manner,New HSK Level 4
1718,弹,tán,动词,消费与休闲,to play (stringed instrument); to bounce,New HSK Level 4
1719,谈,tán,动词,人际交往,to talk; to discuss; to chat,New HSK Level 4
1720,汤,tāng,名词,日常生活与情感,soup; broth,New HSK Level 4
1721,躺,tǎng,动词,日常生活与情感,to lie down; to recline,New HSK Level 4
1722,趟,tàng,量词,语法功能词,measure word for trips or times,New HSK Level 4
1723,讨论,tǎolùn,动词,职场与教育,to discuss; to talk over; discussion,New HSK Level 4
1724,讨厌,tǎoyàn,动词,日常生活与情感,to dislike; to loathe; annoying,New HSK Level 4
1725,特点,tèdiǎn,名词,日常生活与情感,characteristic; feature; trait,New HSK Level 4
1726,提,tí,动词,日常生活与情感,to carry (with one hand); to mention; to raise,New HSK Level 4
1727,提出,tíchū,动词,职场与教育,to put forward; to propose; to pose,New HSK Level 4
1728,提到,tídào,动词,人际交往,to mention; to refer to,New HSK Level 4
1729,提供,tígōng,动词,职场与教育,to provide; to supply; to offer,New HSK Level 4
1730,提前,tíqián,动词,职场与教育,to shift to an earlier date; in advance,New HSK Level 4
1731,提醒,tíxǐng,动词,人际交往,to remind; to warn,New HSK Level 4
1732,体检,tǐjiǎn,名词,健康与运动,physical examination; health checkup,New HSK Level 4
1733,体温,tǐwēn,名词,健康与运动,body temperature,New HSK Level 4
1734,体重,tǐzhòng,名词,健康与运动,body weight,New HSK Level 4
1735,填写,tiánxiě,动词,职场与教育,"to fill in (a form, blank)",New HSK Level 4
1736,条件,tiáojiàn,名词,职场与教育,condition; term; qualification,New HSK Level 4
1737,听力,tīnglì,名词,职场与教育,hearing; listening ability,New HSK Level 4
1738,听众,tīngzhòng,名词,消费与休闲,audience; listeners,New HSK Level 4
1739,停,tíng,动词,旅行与交通,to stop; to park; to cease,New HSK Level 4
1740,停车,tíngchē,动词,旅行与交通,to park a car; to stop a vehicle,New HSK Level 4
1741,停车场,tíngchēchǎng,名词,旅行与交通,parking lot; carpark,New HSK Level 4
1742,停止,tíngzhǐ,动词,语法功能词,to stop; to halt; to cease,New HSK Level 4
1743,通,tōng,动词,科技与环境,to lead to; to connect; clear,New HSK Level 4
1744,通过,tōngguò,介词,语法功能词,by means of; through; to pass,New HSK Level 4
1745,通知,tōngzhī,动词,职场与教育,to notify; to inform; notice,New HSK Level 4
1746,童年,tóngnián,名词,日常生活与情感,childhood,New HSK Level 4
1747,同时,tóngshí,连词,语法功能词,at the same time; meanwhile; moreover,New HSK Level 4
1748,同样,tóngyàng,形容词,语法功能词,same; equal; similar,New HSK Level 4
1749,桶,tǒng,名词,日常生活与情感,bucket; pail; barrel,New HSK Level 4
1750,痛,tòng,形容词,健康与运动,painful; sore; to ache,New HSK Level 4
1751,头痛,tóutòng,动词,健康与运动,headache; to have a headache,New HSK Level 4
1752,图,tú,名词,消费与休闲,picture; map; drawing; chart,New HSK Level 4
